product_id,name,handle,sku,category,description,status,base_price,price_usd,primary_image,gallery_urls,gallery_count,meta_title,meta_description,search_keywords,tags,total_variants,stripe_status,created_at,updated_date,variant_title,price_cents,variant_price_usd,stripe_price_id,stripe_active,variant_sku
d95d8861-2c27-4c5e-82c0-0e7ac9486323,Aqua Vest And Tie Set,aqua-vest-and-tie-set,VST-0025,Vest & Tie Sets,"Premium vest and tie set - Perfect for weddings, proms, and formal events",active,6500,$65.00,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/tie_clean_batch_01/tie_clean_batch_03/vest-and-tie_aqua-vest-and-tie-set_1.0.jpg,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/tie_clean_batch_01/tie_clean_batch_03/vest-and-tie_aqua-vest-and-tie-set_1.0.jpg,1,Aqua Vest And Tie Set | KCT Menswear,Shop aqua vest and tie set from KCT Menswear. Fast shipping. Quality tailoring.,"aqua vest and tie set, vest & tie sets, kct menswear, mens suits, wedding suits","vest-tie-set, premium, summer, bundle",10,Ready,2025-08-13,2025-08-13,Aqua Vest And Tie Set - Size 2XL,6500.0,$65.00,price_1RvZjzCHc12x7sCzDItTKV3d,True,VST-0025
d95d8861-2c27-4c5e-82c0-0e7ac9486323,Aqua Vest And Tie Set,aqua-vest-and-tie-set,VST-0025,Vest & Tie Sets,"Premium vest and tie set - Perfect for weddings, proms, and formal events",active,6500,$65.00,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/tie_clean_batch_01/tie_clean_batch_03/vest-and-tie_aqua-vest-and-tie-set_1.0.jpg,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/tie_clean_batch_01/tie_clean_batch_03/vest-and-tie_aqua-vest-and-tie-set_1.0.jpg,1,Aqua Vest And Tie Set | KCT Menswear,Shop aqua vest and tie set from KCT Menswear. Fast shipping. Quality tailoring.,"aqua vest and tie set, vest & tie sets, kct menswear, mens suits, wedding suits","vest-tie-set, premium, summer, bundle",10,Ready,2025-08-13,2025-08-13,Aqua Vest And Tie Set - Size 3XL,6500.0,$65.00,price_1RvZjzCHc12x7sCzDItTKV3d,True,VST-0025
d95d8861-2c27-4c5e-82c0-0e7ac9486323,Aqua Vest And Tie Set,aqua-vest-and-tie-set,VST-0025,Vest & Tie Sets,"Premium vest and tie set - Perfect for weddings, proms, and formal events",active,6500,$65.00,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/tie_clean_batch_01/tie_clean_batch_03/vest-and-tie_aqua-vest-and-tie-set_1.0.jpg,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/tie_clean_batch_01/tie_clean_batch_03/vest-and-tie_aqua-vest-and-tie-set_1.0.jpg,1,Aqua Vest And Tie Set | KCT Menswear,Shop aqua vest and tie set from KCT Menswear. Fast shipping. Quality tailoring.,"aqua vest and tie set, vest & tie sets, kct menswear, mens suits, wedding suits","vest-tie-set, premium, summer, bundle",10,Ready,2025-08-13,2025-08-13,Aqua Vest And Tie Set - Size 4XL,6500.0,$65.00,price_1RvZjzCHc12x7sCzDItTKV3d,True,VST-0025
d95d8861-2c27-4c5e-82c0-0e7ac9486323,Aqua Vest And Tie Set,aqua-vest-and-tie-set,VST-0025,Vest & Tie Sets,"Premium vest and tie set - Perfect for weddings, proms, and formal events",active,6500,$65.00,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/tie_clean_batch_01/tie_clean_batch_03/vest-and-tie_aqua-vest-and-tie-set_1.0.jpg,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/tie_clean_batch_01/tie_clean_batch_03/vest-and-tie_aqua-vest-and-tie-set_1.0.jpg,1,Aqua Vest And Tie Set | KCT Menswear,Shop aqua vest and tie set from KCT Menswear. Fast shipping. Quality tailoring.,"aqua vest and tie set, vest & tie sets, kct menswear, mens suits, wedding suits","vest-tie-set, premium, summer, bundle",10,Ready,2025-08-13,2025-08-13,Aqua Vest And Tie Set - Size 5XL,6500.0,$65.00,price_1RvZjzCHc12x7sCzDItTKV3d,True,VST-0025
d95d8861-2c27-4c5e-82c0-0e7ac9486323,Aqua Vest And Tie Set,aqua-vest-and-tie-set,VST-0025,Vest & Tie Sets,"Premium vest and tie set - Perfect for weddings, proms, and formal events",active,6500,$65.00,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/tie_clean_batch_01/tie_clean_batch_03/vest-and-tie_aqua-vest-and-tie-set_1.0.jpg,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/tie_clean_batch_01/tie_clean_batch_03/vest-and-tie_aqua-vest-and-tie-set_1.0.jpg,1,Aqua Vest And Tie Set | KCT Menswear,Shop aqua vest and tie set from KCT Menswear. Fast shipping. Quality tailoring.,"aqua vest and tie set, vest & tie sets, kct menswear, mens suits, wedding suits","vest-tie-set, premium, summer, bundle",10,Ready,2025-08-13,2025-08-13,Aqua Vest And Tie Set - Size 6XL,6500.0,$65.00,price_1RvZjzCHc12x7sCzDItTKV3d,True,VST-0025
d95d8861-2c27-4c5e-82c0-0e7ac9486323,Aqua Vest And Tie Set,aqua-vest-and-tie-set,VST-0025,Vest & Tie Sets,"Premium vest and tie set - Perfect for weddings, proms, and formal events",active,6500,$65.00,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/tie_clean_batch_01/tie_clean_batch_03/vest-and-tie_aqua-vest-and-tie-set_1.0.jpg,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/tie_clean_batch_01/tie_clean_batch_03/vest-and-tie_aqua-vest-and-tie-set_1.0.jpg,1,Aqua Vest And Tie Set | KCT Menswear,Shop aqua vest and tie set from KCT Menswear. Fast shipping. Quality tailoring.,"aqua vest and tie set, vest & tie sets, kct menswear, mens suits, wedding suits","vest-tie-set, premium, summer, bundle",10,Ready,2025-08-13,2025-08-13,Aqua Vest And Tie Set - Size L,6500.0,$65.00,price_1RvZjzCHc12x7sCzDItTKV3d,True,VST-0025
d95d8861-2c27-4c5e-82c0-0e7ac9486323,Aqua Vest And Tie Set,aqua-vest-and-tie-set,VST-0025,Vest & Tie Sets,"Premium vest and tie set - Perfect for weddings, proms, and formal events",active,6500,$65.00,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/tie_clean_batch_01/tie_clean_batch_03/vest-and-tie_aqua-vest-and-tie-set_1.0.jpg,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/tie_clean_batch_01/tie_clean_batch_03/vest-and-tie_aqua-vest-and-tie-set_1.0.jpg,1,Aqua Vest And Tie Set | KCT Menswear,Shop aqua vest and tie set from KCT Menswear. Fast shipping. Quality tailoring.,"aqua vest and tie set, vest & tie sets, kct menswear, mens suits, wedding suits","vest-tie-set, premium, summer, bundle",10,Ready,2025-08-13,2025-08-13,Aqua Vest And Tie Set - Size M,6500.0,$65.00,price_1RvZjzCHc12x7sCzDItTKV3d,True,VST-0025
d95d8861-2c27-4c5e-82c0-0e7ac9486323,Aqua Vest And Tie Set,aqua-vest-and-tie-set,VST-0025,Vest & Tie Sets,"Premium vest and tie set - Perfect for weddings, proms, and formal events",active,6500,$65.00,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/tie_clean_batch_01/tie_clean_batch_03/vest-and-tie_aqua-vest-and-tie-set_1.0.jpg,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/tie_clean_batch_01/tie_clean_batch_03/vest-and-tie_aqua-vest-and-tie-set_1.0.jpg,1,Aqua Vest And Tie Set | KCT Menswear,Shop aqua vest and tie set from KCT Menswear. Fast shipping. Quality tailoring.,"aqua vest and tie set, vest & tie sets, kct menswear, mens suits, wedding suits","vest-tie-set, premium, summer, bundle",10,Ready,2025-08-13,2025-08-13,Aqua Vest And Tie Set - Size S,6500.0,$65.00,price_1RvZjzCHc12x7sCzDItTKV3d,True,VST-0025
d95d8861-2c27-4c5e-82c0-0e7ac9486323,Aqua Vest And Tie Set,aqua-vest-and-tie-set,VST-0025,Vest & Tie Sets,"Premium vest and tie set - Perfect for weddings, proms, and formal events",active,6500,$65.00,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/tie_clean_batch_01/tie_clean_batch_03/vest-and-tie_aqua-vest-and-tie-set_1.0.jpg,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/tie_clean_batch_01/tie_clean_batch_03/vest-and-tie_aqua-vest-and-tie-set_1.0.jpg,1,Aqua Vest And Tie Set | KCT Menswear,Shop aqua vest and tie set from KCT Menswear. Fast shipping. Quality tailoring.,"aqua vest and tie set, vest & tie sets, kct menswear, mens suits, wedding suits","vest-tie-set, premium, summer, bundle",10,Ready,2025-08-13,2025-08-13,Aqua Vest And Tie Set - Size XL,6500.0,$65.00,price_1RvZjzCHc12x7sCzDItTKV3d,True,VST-0025
d95d8861-2c27-4c5e-82c0-0e7ac9486323,Aqua Vest And Tie Set,aqua-vest-and-tie-set,VST-0025,Vest & Tie Sets,"Premium vest and tie set - Perfect for weddings, proms, and formal events",active,6500,$65.00,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/tie_clean_batch_01/tie_clean_batch_03/vest-and-tie_aqua-vest-and-tie-set_1.0.jpg,https://pub-8ea0502158a94b8ca8a7abb9e18a57e8.r2.dev/tie_clean_batch_01/tie_clean_batch_03/vest-and-tie_aqua-vest-and-tie-set_1.0.jpg,1,Aqua Vest And Tie Set | KCT Menswear,Shop aqua vest and tie set from KCT Menswear. Fast shipping. Quality tailoring.,"aqua vest and tie set, vest & tie sets, kct menswear, mens suits, wedding suits","vest-tie-set, premium, summer, bundle",10,Ready,2025-08-13,2025-08-13,Aqua Vest And Tie Set - Size XS,6500.0,$65.00,price_1RvZjzCHc12x7sCzDItTKV3d,True,VST-0025
